Word,Value,Alternative,Word.on..0.left..1.right.,Crit_Reg,Condition,Item,acc,RT,Total.time.to.correct.answer,Subject
5,一共,沸腾,0,8,c,18,1,661,661,23
6,有,去,0,8,c,18,1,454,454,23
7,两根，,睡觉，,1,8,c,18,1,453,453,23
8,租客,抨击,0,8,c,18,1,589,589,23
9,准备,改革,0,8,c,18,1,697,697,23
10,把它们,黑猩猩,1,8,c,18,1,630,630,23
11,全部,困难,0,8,c,18,1,540,540,23
12,都剪断。,很理解。,0,8,c,18,1,599,599,23
0,阅览室,xxx,0,NA,filler,54,1,539,539,23
1,里,羊,0,NA,filler,54,1,478,478,23
2,确实,徒弟,1,NA,filler,54,1,780,780,23
3,有,下,0,NA,filler,54,1,566,566,23
4,几台,叮嘱,1,NA,filler,54,1,665,665,23
5,电脑，,增添，,1,NA,filler,54,1,594,594,23
6,然而,矛盾,1,NA,filler,54,1,571,571,23
7,大多数,四边形,1,NA,filler,54,1,793,793,23
8,不能,健身,0,NA,filler,54,1,590,590,23
9,正常,正是,0,NA,filler,54,1,555,555,23
10,使用。,基础。,0,NA,filler,54,1,630,630,23
0,轮船,xxx,0,7,d,11,1,457,457,23
1,运输,思想,1,7,d,11,1,684,684,23
2,的,大,0,7,d,11,1,526,526,23
3,物资,康熙,1,7,d,11,1,620,620,23
4,大概,剥削,0,7,d,11,1,580,580,23
5,有,我,1,7,d,11,1,561,561,23
6,数十架，,哪一年，,1,7,d,11,1,906,906,23
7,商人,干燥,0,7,d,11,1,579,579,23
8,希望,温度,1,7,d,11,1,557,557,23
9,能够,意义,0,7,d,11,1,778,778,23
10,准时,苦闷,1,7,d,11,1,855,855,23
11,送达。,吱吱。,1,7,d,11,1,739,739,23
0,没人,xxx,0,NA,filler,38,1,502,502,23
1,浇灌,当即,1,NA,filler,38,1,1275,1275,23
2,的,我,0,NA,filler,38,1,518,518,23
3,木板,折射,1,NA,filler,38,1,545,545,23
4,总计,炎症,0,NA,filler,38,1,984,984,23
5,有,你,0,NA,filler,38,1,538,538,23
6,三四个，,要知道，,1,NA,filler,38,1,441,441,23
7,藤蔓,撤销,1,NA,filler,38,0,1140,2743,23
8,依旧,羡慕,0,NA,filler,38,1,590,590,23
9,在,上,1,NA,filler,38,1,543,543,23
10,顽强地,邀请赛,1,NA,filler,38,1,876,876,23
11,生长。,儿童。,0,NA,filler,38,1,483,483,23
0,老年人,xxx,0,NA,filler,57,1,492,492,23
1,喜欢,资料,0,NA,filler,57,1,833,833,23
2,听,十,1,NA,filler,57,1,532,532,23
3,的,可,1,NA,filler,57,1,607,607,23
4,不仅,化学,1,NA,filler,57,0,491,1900,23
5,有,洗,0,NA,filler,57,1,566,566,23
6,戏曲，,召开，,0,NA,filler,57,1,792,792,23
7,流行乐,重要性,0,NA,filler,57,1,1218,1218,23
8,现在,必须,1,NA,filler,57,1,1669,1669,23
9,也,种,1,NA,filler,57,1,656,656,23
10,很,呢,1,NA,filler,57,1,1795,1795,23
11,受欢迎。,称之为。,0,NA,filler,57,1,607,607,23
0,游客,xxx,0,8,d,3,1,749,749,23
1,身边,你好,1,8,d,3,1,922,922,23
2,停着,措施,1,8,d,3,1,790,790,23
3,的,也,1,8,d,3,1,600,600,23
4,轿车,尴尬,1,8,d,3,1,685,685,23
5,还,十,0,8,d,3,0,422,2036,23
6,有,位,1,8,d,3,1,531,531,23
7,两只，,腼腆，,1,8,d,3,1,465,465,23
8,其它的,礼遇的,0,8,d,3,1,740,740,23
9,已经,研究,0,8,d,3,1,574,574,23
10,离开了。,越来越。,1,8,d,3,1,997,997,23
0,清理,xxx,0,NA,filler,43,1,829,829,23
1,不掉,艺术,0,NA,filler,43,1,844,844,23
2,的,手,0,NA,filler,43,1,424,424,23
3,泡泡糖,一路上,1,NA,filler,43,1,749,749,23
4,有,木,1,NA,filler,43,1,1348,1348,23
5,好几层，,占优势，,0,NA,filler,43,1,782,782,23
6,值日生,大幅度,0,NA,filler,43,1,1481,1481,23
7,还是在,照相机,1,NA,filler,43,1,635,635,23
8,不停地,教育学,1,NA,filler,43,1,693,693,23
9,擦拭。,设备。,1,NA,filler,43,1,694,694,23
0,地板,xxx,0,8,d,15,1,477,477,23
1,上,年,1,8,d,15,1,610,610,23
2,堆着,考核,0,8,d,15,1,734,734,23
3,的,而,0,8,d,15,1,456,456,23
4,垃圾,强烈,1,8,d,15,1,603,603,23
5,起码,剥夺,0,8,d,15,1,686,686,23
6,有,地,0,8,d,15,1,465,465,23
7,两套，,灼热，,1,8,d,15,1,1496,1496,23
8,主人,探索,1,8,d,15,1,718,718,23
9,很久,闪烁,1,8,d,15,1,733,733,23
10,没有,问题,1,8,d,15,1,658,658,23
11,整理,仅仅,0,8,d,15,1,592,592,23
12,了。,不。,1,8,d,15,1,623,623,23
0,当下,xxx,0,NA,filler,60,1,514,514,23
1,流行的,自觉性,1,NA,filler,60,1,786,786,23
2,社交软件,面目狰狞,1,NA,filler,60,1,881,881,23
3,不止,世纪,0,NA,filler,60,1,689,689,23
4,有,乐,1,NA,filler,60,1,483,483,23
5,微博，,剥削，,1,NA,filler,60,1,663,663,23
6,小红书,垃圾堆,1,NA,filler,60,1,629,629,23
7,现在,必须,0,NA,filler,60,1,747,747,23
8,也,与,0,NA,filler,60,1,598,598,23
9,很火。,峡谷。,0,NA,filler,60,1,876,876,23
0,最近,xxx,0,NA,filler,46,1,647,647,23
1,发生,思想,1,NA,filler,46,1,701,701,23
2,的,我,1,NA,filler,46,1,602,602,23
3,雪崩,赚钱,0,NA,filler,46,1,1350,1350,23
4,虽然,精神,1,NA,filler,46,1,1171,1171,23
5,仅仅,毫无,1,NA,filler,46,0,705,1922,23
6,有,种,0,NA,filler,46,0,649,1973,23
7,一场，,眺望，,0,NA,filler,46,1,573,573,23
8,旅游局,啄木鸟,0,NA,filler,46,1,1298,1298,23
9,还是,歌唱,0,NA,filler,46,1,444,444,23
10,警告,阶段,0,NA,filler,46,1,600,600,23
11,游客,思想,1,NA,filler,46,1,649,649,23
12,不要,痉挛,0,NA,filler,46,1,450,450,23
13,前往。,纠缠。,0,NA,filler,46,1,1046,1046,23
0,火车站,xxx,0,7,d,19,1,486,486,23
1,挨着,沮丧,0,7,d,19,1,692,692,23
2,的,为,0,7,d,19,1,457,457,23
3,公交站,是与非,1,7,d,19,1,606,606,23
4,加起来,笑眯眯,1,7,d,19,1,894,894,23
5,有,与,1,7,d,19,1,470,470,23
6,五六间，,荧光屏，,0,7,d,19,1,470,470,23
7,大家,遗憾,1,7,d,19,1,628,628,23
8,都觉得,嫉妒心,0,7,d,19,0,468,2040,23
9,非常,告诉,1,7,d,19,0,552,2135,23
10,方便。,听说。,0,7,d,19,1,734,734,23
0,不能,xxx,0,NA,filler,49,1,473,473,23
1,和,楼,1,NA,filler,49,1,555,555,23
2,牛奶,叫喊,1,NA,filler,49,0,1392,2809,23
3,一起,政府,1,NA,filler,49,1,699,699,23
4,服用,黑夜,1,NA,filler,49,1,559,559,23
5,的,都,0,NA,filler,49,1,522,522,23
6,食物,端详,1,NA,filler,49,1,500,500,23
7,还,加,1,NA,filler,49,1,1351,1351,23
8,有,绿,0,NA,filler,49,1,614,614,23
9,柠檬，,凄凉，,0,NA,filler,49,1,572,572,23
10,医生,积累,1,NA,filler,49,1,683,683,23
11,叮嘱道。,即使是。,0,NA,filler,49,1,669,669,23
0,黑猪,xxx,0,7,a,16,1,534,534,23
1,旁边,列宁,0,7,a,16,1,873,873,23
2,的,而,1,7,a,16,1,515,515,23
3,黄牛,怨恨,0,7,a,16,1,735,735,23
4,看上去,销售额,0,7,a,16,1,585,585,23
5,有,了,0,7,a,16,1,918,918,23
6,三四头，,听懂了，,1,7,a,16,1,545,545,23
7,访客,失掉,1,7,a,16,1,957,957,23
8,非常地,氧化了,0,7,a,16,1,675,675,23
9,喜欢,爸爸,1,7,a,16,1,654,654,23
10,这个,由于,0,7,a,16,1,614,614,23
11,农场。,剥夺。,1,7,a,16,1,524,524,23
0,办公楼,xxx,0,NA,filler,25,1,494,494,23
1,下面,马虎,1,NA,filler,25,1,526,526,23
2,的,我,0,NA,filler,25,1,450,450,23
3,西餐厅,想打击,1,NA,filler,25,1,581,581,23
4,最少,喃喃,1,NA,filler,25,1,667,667,23
5,有,水,0,NA,filler,25,1,502,502,23
6,两三个，,不知情，,0,NA,filler,25,1,568,568,23
7,上班族,笑眯眯,0,NA,filler,25,1,634,634,23
8,很喜欢,参谋长,0,NA,filler,25,1,532,532,23
9,光顾。,蚂蚁。,1,NA,filler,25,1,591,591,23
0,写了,xxx,0,NA,filler,39,1,592,592,23
1,小说,倾向,0,NA,filler,39,1,823,823,23
2,的,散,0,NA,filler,39,1,517,517,23
3,书包,熄灭,0,NA,filler,39,1,1278,1278,23
4,仅仅,毫无,0,NA,filler,39,1,634,634,23
5,有,都,0,NA,filler,39,1,513,513,23
6,两个，,抵抗，,0,NA,filler,39,1,491,491,23
7,其它的,氧化物,0,NA,filler,39,1,689,689,23
8,全部,告诉,1,NA,filler,39,1,1591,1591,23
9,遗忘在,大西洋,0,NA,filler,39,1,613,613,23
10,教室里,参谋长,0,NA,filler,39,1,695,695,23
11,了。,还。,1,NA,filler,39,1,591,591,23
0,专辑,xxx,0,8,c,6,1,598,598,23
1,上,人,1,8,c,6,1,717,717,23
2,印着,咆哮,1,8,c,6,1,750,750,23
3,的,气,1,8,c,6,1,446,446,23
4,歌词,把握,1,8,c,6,1,602,602,23
5,竟然,蚂蚁,1,8,c,6,1,533,533,23
6,有,则,1,8,c,6,1,493,493,23
7,很多张，,不喜欢，,0,8,c,6,1,614,614,23
8,粉丝,膀胱,1,8,c,6,1,666,666,23
9,看到后,魅力的,0,8,c,6,1,646,646,23
10,非常得,假想敌,0,8,c,6,1,659,659,23
11,激动。,跑步。,1,8,c,6,1,581,581,23
0,领班,xxx,0,NA,filler,35,1,554,554,23
1,打碎,震撼,0,NA,filler,35,1,1765,1765,23
2,的,圆,1,NA,filler,35,1,533,533,23
3,领带,诧异,0,NA,filler,35,1,1218,1218,23
4,有,伞,1,NA,filler,35,1,726,726,23
5,很多条，,即使是，,0,NA,filler,35,1,439,439,23
6,老板,演奏,1,NA,filler,35,1,827,827,23
7,知道后,有意义,0,NA,filler,35,1,644,644,23
8,并没有,代表团,1,NA,filler,35,1,631,631,23
9,责骂,碧绿,0,NA,filler,35,1,620,620,23
10,他。,和。,0,NA,filler,35,1,730,730,23
0,演播厅,xxx,0,7,b,13,1,747,747,23
1,两边,孩子,1,7,b,13,1,563,563,23
2,的,话,0,7,b,13,1,429,429,23
3,音箱,愤怒,1,7,b,13,1,585,585,23
4,共计,管理,1,7,b,13,1,708,708,23
5,有,天,1,7,b,13,1,582,582,23
6,四台，,姑娘，,0,7,b,13,1,521,521,23
7,节目组,打量着,1,7,b,13,1,840,840,23
8,为了,美元,0,7,b,13,1,708,708,23
9,这次,必须,1,7,b,13,1,602,602,23
10,活动,姑娘,1,7,b,13,1,689,689,23
11,下了,天空,0,7,b,13,1,721,721,23
12,血本。,恐怖。,1,7,b,13,1,612,612,23
0,那届,xxx,0,NA,filler,34,1,490,490,23
1,运动会,赤裸裸,0,NA,filler,34,1,772,772,23
2,缺席,油漆,0,NA,filler,34,1,780,780,23
3,的,说,0,NA,filler,34,1,422,422,23
4,运动员,怎么样,0,NA,filler,34,1,427,427,23
5,几乎,姑娘,1,NA,filler,34,1,626,626,23
6,有,冷,0,NA,filler,34,1,420,420,23
7,三分之一，,白白胖胖，,1,NA,filler,34,1,532,532,23
8,大部分,太阳能,1,NA,filler,34,1,1545,1545,23
9,都是,雄蕊,1,NA,filler,34,1,707,707,23
10,签证,巩固,0,NA,filler,34,1,646,646,23
11,的,痛,1,NA,filler,34,1,581,581,23
12,问题。,罚款。,1,NA,filler,34,0,485,1876,23
0,院子,xxx,0,NA,filler,36,1,500,500,23
1,里,三,1,NA,filler,36,1,469,469,23
2,种,而,1,NA,filler,36,1,930,930,23
3,的,热,0,NA,filler,36,1,504,504,23
4,亭子,贬值,0,NA,filler,36,1,715,715,23
5,有,玉,0,NA,filler,36,0,535,1765,23
6,两个，,官吏，,0,NA,filler,36,1,583,583,23
7,夏天,收缩,1,NA,filler,36,1,623,623,23
8,全家人,羽绒服,0,NA,filler,36,1,801,801,23
9,都会,障碍,0,NA,filler,36,1,461,461,23
10,在这里,西北风,0,NA,filler,36,1,586,586,23
11,乘凉。,憔悴。,1,NA,filler,36,1,639,639,23
0,葡萄,xxx,0,8,c,2,1,499,499,23
1,里,嘿,1,8,c,2,1,894,894,23
2,混着,障碍,1,8,c,2,1,764,764,23
3,的,也,0,8,c,2,1,626,626,23
4,小虫子,驾驶员,0,8,c,2,1,620,620,23
5,至少,秩序,0,8,c,2,1,540,540,23
6,有,你,0,8,c,2,1,457,457,23
7,十几颗，,打架了，,0,8,c,2,1,512,512,23
8,买家,艰难,1,8,c,2,1,682,682,23
9,到家后,想不到,0,8,c,2,0,1141,2371,23
10,才,梦,0,8,c,2,1,567,567,23
11,看到。,领导。,0,8,c,2,1,431,431,23
0,濒临,xxx,0,NA,filler,41,1,519,519,23
1,倒闭,珊瑚,0,NA,filler,41,1,807,807,23
2,的,对,0,NA,filler,41,1,429,429,23
3,公司,广泛,0,NA,filler,41,1,487,487,23
4,这栋楼,山海关,0,NA,filler,41,1,1057,1057,23
5,里,与,0,NA,filler,41,1,510,510,23
6,已经,影响,1,NA,filler,41,1,770,770,23
7,有,种,0,NA,filler,41,1,418,418,23
8,好几家，,加拿大，,0,NA,filler,41,1,528,528,23
9,毕竟,繁殖,0,NA,filler,41,1,692,692,23
10,最近,命令,0,NA,filler,41,1,629,629,23
11,经济,必须,1,NA,filler,41,1,579,579,23
12,不景气。,责骂了。,1,NA,filler,41,1,851,851,23
0,石头,xxx,0,7,c,14,1,465,465,23
1,砸中,怨恨,1,7,c,14,1,703,703,23
2,的,也,0,7,c,14,1,375,375,23
3,行人,融洽,1,7,c,14,1,618,618,23
4,看起来,推开了,0,7,c,14,1,504,504,23
5,有,上,1,7,c,14,1,465,465,23
6,好几块，,总任务，,0,7,c,14,1,467,467,23
7,孩子们,静悄悄,1,7,c,14,1,515,515,23
8,看到后,俗话说,1,7,c,14,1,1061,1061,23
9,吓得,铜鼓,0,7,c,14,1,606,606,23
10,不轻。,乔木。,1,7,c,14,1,537,537,23
0,这首,xxx,0,NA,filler,31,1,527,527,23
1,歌,粒,1,NA,filler,31,1,625,625,23
2,借鉴,侦察,1,NA,filler,31,1,1202,1202,23
3,的,也,1,NA,filler,31,1,460,460,23
4,古诗,崇拜,0,NA,filler,31,1,633,633,23
5,听上去,静悄悄,1,NA,filler,31,1,561,561,23
6,有,北,1,NA,filler,31,1,481,481,23
7,很多，,告诉，,0,NA,filler,31,1,537,537,23
8,评委,欺侮,1,NA,filler,31,1,492,492,23
9,听完后,销售额,1,NA,filler,31,1,684,684,23
10,给了,凤凰,1,NA,filler,31,1,554,554,23
11,很多,容易,0,NA,filler,31,1,1406,1406,23
12,建议。,辐射。,0,NA,filler,31,1,743,743,23
0,果汁,xxx,0,8,a,8,1,460,460,23
1,旁边,死亡,0,8,a,8,1,658,658,23
2,放着,哲学,1,8,a,8,1,578,578,23
3,的,我,1,8,a,8,0,416,2122,23
4,啤酒,擅自,0,8,a,8,1,539,539,23
5,好像,宇宙,0,8,a,8,1,492,492,23
6,有,而,0,8,a,8,1,603,603,23
7,好几瓶，,理论上，,1,8,a,8,1,1019,1019,23
8,服务员,物理学,0,8,a,8,1,620,620,23
9,把它们,杠铃上,0,8,a,8,1,487,487,23
10,全部,政策,1,8,a,8,1,529,529,23
11,收起来了。,不害怕了。,0,8,a,8,1,541,541,23
0,池塘,xxx,0,NA,filler,55,0,697,2368,23
1,里,光,0,NA,filler,55,1,481,481,23
2,嬉戏,膀胱,1,NA,filler,55,1,876,876,23
3,的,对,0,NA,filler,55,1,385,385,23
4,原本,授予,0,NA,filler,55,1,913,913,23
5,有,户,1,NA,filler,55,1,527,527,23
6,很多,改革,0,NA,filler,55,1,455,455,23
7,鸭子，,端详，,0,NA,filler,55,1,549,549,23
8,打雷后,玻璃窗,0,NA,filler,55,1,1220,1220,23
9,便,吗,1,NA,filler,55,0,411,1636,23
10,不见了,莫须有,1,NA,filler,55,1,730,730,23
11,踪影。,黑子。,0,NA,filler,55,1,652,652,23
0,落在,xxx,0,NA,filler,52,1,587,587,23
1,地上,缺乏,1,NA,filler,52,1,598,598,23
2,的,最,1,NA,filler,52,1,581,581,23
3,有,付,1,NA,filler,52,1,677,677,23
4,两支,天气,1,NA,filler,52,1,1260,1260,23
5,铅笔，,耽误，,0,NA,filler,52,1,689,689,23
6,看起来,优越性,1,NA,filler,52,1,689,689,23
7,都被,舆论,0,NA,filler,52,1,538,538,23
8,摔坏了。,大城市。,1,NA,filler,52,1,861,861,23
0,行李,xxx,0,8,a,12,1,1081,1081,23
1,里,过,1,8,a,12,1,803,803,23
2,藏着,舞蹈,0,8,a,12,1,578,578,23
3,的,于,0,8,a,12,1,666,666,23
4,礼物,厌恶,1,8,a,12,1,697,697,23
5,听说,兴趣,0,8,a,12,1,629,629,23
6,有,其,0,8,a,12,1,804,804,23
7,两件，,痉挛，,0,8,a,12,1,543,543,23
8,新郎,纵横,1,8,a,12,1,2375,2375,23
9,为此,抑制,0,8,a,12,1,695,695,23
10,准备了,胜利后,1,8,a,12,1,832,832,23
11,很久。,暂时。,1,8,a,12,1,863,863,23
0,这里,xxx,0,NA,filler,50,1,495,495,23
1,欺骗,哈哈,1,NA,filler,50,1,749,749,23
2,消费者,干什么,0,NA,filler,50,0,625,2032,23
3,的,多,1,NA,filler,50,1,562,562,23
4,商品,然后,0,NA,filler,50,1,696,696,23
5,有,云,1,NA,filler,50,1,562,562,23
6,减肥霜，,联合国，,0,NA,filler,50,1,851,851,23
7,举报,灵魂,1,NA,filler,50,1,577,577,23
8,多次,侵略,1,NA,filler,50,1,711,711,23
9,都没有,优越性,0,NA,filler,50,1,650,650,23
10,被下架。,经济学。,1,NA,filler,50,0,585,1835,23
0,桌子,xxx,0,8,b,1,1,526,526,23
1,下面,哎呦,0,8,b,1,1,550,550,23
2,藏着,膀胱,0,8,b,1,1,478,478,23
3,的,也,1,8,b,1,1,598,598,23
4,小说,倾向,0,8,b,1,1,514,514,23
5,竟然,蚂蚁,0,8,b,1,1,518,518,23
6,有,何,1,8,b,1,1,531,531,23
7,三本，,拥挤，,1,8,b,1,1,755,755,23
8,老师,逐步,1,8,b,1,1,868,868,23
9,发现后,跳下去,1,8,b,1,1,654,654,23
10,非常,阶段,1,8,b,1,1,478,478,23
11,生气。,这类。,0,8,b,1,1,469,469,23
0,这个,xxx,0,NA,filler,53,1,433,433,23
1,手机,挪威,0,NA,filler,53,1,610,610,23
2,适配,艺术,0,NA,filler,53,1,745,745,23
3,的,种,0,NA,filler,53,1,433,433,23
4,只有,组织,0,NA,filler,53,0,542,2337,23
5,这一种,形式上,1,NA,filler,53,1,841,841,23
6,充电线，,平方米，,1,NA,filler,53,1,945,945,23
7,商家,呼啸,1,NA,filler,53,1,632,632,23
8,大概率,葡萄牙,0,NA,filler,53,1,551,551,23
9,不销售了。,绝大多数。,0,NA,filler,53,1,538,538,23
0,那面,xxx,0,NA,filler,33,1,476,476,23
1,镜子,疲劳,1,NA,filler,33,1,703,703,23
2,勾起,梯田,0,NA,filler,33,1,560,560,23
3,的,也,1,NA,filler,33,1,556,556,23
4,回忆,贷款,0,NA,filler,33,1,501,501,23
5,竟然,氢气,0,NA,filler,33,1,547,547,23
6,有,吐,1,NA,filler,33,1,485,485,23
7,这么多，,谁知道，,1,NA,filler,33,1,976,976,23
8,外祖母,下馆子,1,NA,filler,33,0,604,2173,23
9,看着,蚯蚓,0,NA,filler,33,1,518,518,23
10,入迷了。,飞行棋。,0,NA,filler,33,1,911,911,23
0,教授,xxx,0,7,d,23,1,613,613,23
1,提到,狭长,1,7,d,23,1,586,586,23
2,的,所,0,7,d,23,1,402,402,23
3,文物,给予,1,7,d,23,1,786,786,23
4,共计,气压,0,7,d,23,1,644,644,23
5,有,我,1,7,d,23,1,527,527,23
6,五部，,亲家，,1,7,d,23,1,594,594,23
7,这些,生活,0,7,d,23,0,540,1960,23
8,都是,牛皮,1,7,d,23,1,601,601,23
9,传统,掌握,1,7,d,23,1,595,595,23
10,文化,怎么,0,7,d,23,1,564,564,23
11,的,我,1,7,d,23,1,514,514,23
12,精髓。,抑制。,0,7,d,23,1,540,540,23
0,适合,xxx,0,NA,filler,58,1,470,470,23
1,家人,来说,1,NA,filler,58,1,1058,1058,23
2,聚会,侮辱,0,NA,filler,58,1,655,655,23
3,的,我,1,NA,filler,58,1,568,568,23
4,地点,奋斗,1,NA,filler,58,1,834,834,23
5,还,几,0,NA,filler,58,1,544,544,23
6,有,即,0,NA,filler,58,1,490,490,23
7,公园，,反应，,0,NA,filler,58,1,947,947,23
8,就是要,眼睁睁,0,NA,filler,58,1,550,550,23
9,挑选,灭亡,0,NA,filler,58,1,1080,1080,23
10,一个,问题,1,NA,filler,58,1,670,670,23
11,好天气。,骑车子。,1,NA,filler,58,1,1027,1027,23
0,玫瑰,xxx,0,7,a,24,1,452,452,23
1,遮住,棒槌,1,7,a,24,1,950,950,23
2,的,就,1,7,a,24,1,556,556,23
3,小花,驰骋,1,7,a,24,1,584,584,23
4,大约,销售,0,7,a,24,1,588,588,23
5,有,你,0,7,a,24,1,519,519,23
6,两朵，,凝结，,0,7,a,24,1,441,441,23
7,摄影师,概括性,0,7,a,24,1,978,978,23
8,觉得,民族,1,7,a,24,1,522,522,23
9,这个,研究,1,7,a,24,1,573,573,23
10,角度,避免,1,7,a,24,1,737,737,23
11,还不错。,慢吞吞。,1,7,a,24,1,590,590,23
0,那起,xxx,0,NA,filler,32,1,494,494,23
1,事故,食物,0,NA,filler,32,0,591,1971,23
2,引发,翡翠,1,NA,filler,32,1,601,601,23
3,的,把,1,NA,filler,32,1,546,546,23
4,报道,销售,1,NA,filler,32,1,876,876,23
5,有,退,0,NA,filler,32,0,452,1725,23
6,很多，,准备，,0,NA,filler,32,1,685,685,23
7,当局,偷偷,1,NA,filler,32,1,782,782,23
8,被迫,牙齿,1,NA,filler,32,1,815,815,23
9,召开,宇宙,1,NA,filler,32,1,902,902,23
10,了,把,1,NA,filler,32,1,575,575,23
11,新闻,想到,1,NA,filler,32,1,603,603,23
12,发布会。,适应性。,1,NA,filler,32,1,633,633,23
0,写了,xxx,0,NA,filler,39,1,1592,1592,24
1,小说,倾向,0,NA,filler,39,1,1044,1044,24
2,的,散,0,NA,filler,39,1,933,933,24
3,书包,熄灭,1,NA,filler,39,1,6719,6719,24
4,仅仅,毫无,0,NA,filler,39,0,2053,3343,24
5,有,都,1,NA,filler,39,1,3629,3629,24
6,两个，,抵抗，,1,NA,filler,39,1,2541,2541,24
7,其它的,氧化物,1,NA,filler,39,1,1269,1269,24
8,全部,告诉,0,NA,filler,39,0,4372,5864,24
9,遗忘在,大西洋,1,NA,filler,39,1,1104,1104,24
10,教室里,参谋长,0,NA,filler,39,1,1210,1210,24
11,了。,还。,0,NA,filler,39,1,1129,1129,24
0,这里,xxx,0,NA,filler,50,1,1470,1470,24
1,欺骗,哈哈,0,NA,filler,50,1,1269,1269,24
2,消费者,干什么,0,NA,filler,50,1,985,985,24
3,的,多,0,NA,filler,50,1,2910,2910,24
4,商品,然后,0,NA,filler,50,1,1017,1017,24
5,有,云,0,NA,filler,50,1,649,649,24
6,减肥霜，,联合国，,1,NA,filler,50,1,1970,1970,24
7,举报,灵魂,0,NA,filler,50,1,2072,2072,24
8,多次,侵略,1,NA,filler,50,1,1004,1004,24
9,都没有,优越性,0,NA,filler,50,1,1056,1056,24
10,被下架。,经济学。,0,NA,filler,50,1,1002,1002,24
0,游客,xxx,0,8,d,3,1,878,878,24
1,身边,你好,0,8,d,3,1,1563,1563,24
2,停着,措施,0,8,d,3,1,2255,2255,24
3,的,也,0,8,d,3,1,902,902,24
4,轿车,尴尬,0,8,d,3,1,657,657,24
5,还,十,1,8,d,3,1,961,961,24
6,有,位,1,8,d,3,1,905,905,24
7,两只，,腼腆，,0,8,d,3,1,2001,2001,24
8,其它的,礼遇的,1,8,d,3,1,1614,1614,24
9,已经,研究,0,8,d,3,1,867,867,24
10,离开了。,越来越。,0,8,d,3,1,1261,1261,24
0,这首,xxx,0,NA,filler,31,1,1378,1378,24
1,歌,粒,0,NA,filler,31,1,875,875,24
2,借鉴,侦察,0,NA,filler,31,1,1539,1539,24
3,的,也,1,NA,filler,31,1,833,833,24
4,古诗,崇拜,0,NA,filler,31,1,1042,1042,24
5,听上去,静悄悄,0,NA,filler,31,1,1513,1513,24
6,有,北,1,NA,filler,31,1,864,864,24
7,很多，,告诉，,1,NA,filler,31,1,1098,1098,24
8,评委,欺侮,1,NA,filler,31,1,1325,1325,24
9,听完后,销售额,1,NA,filler,31,1,989,989,24
10,给了,凤凰,0,NA,filler,31,1,846,846,24
11,很多,容易,0,NA,filler,31,1,1401,1401,24
12,建议。,辐射。,1,NA,filler,31,1,949,949,24
0,商店,xxx,0,8,b,5,1,700,700,24
1,边上,姊妹,1,8,b,5,1,963,963,24
2,觅食,宇宙,1,8,b,5,1,2607,2607,24
3,的,个,0,8,b,5,1,1039,1039,24
4,小狗,惋惜,0,8,b,5,1,1222,1222,24
5,大约,证券,1,8,b,5,1,848,848,24
6,有,你,0,8,b,5,1,827,827,24
7,三四条，,相似度，,0,8,b,5,1,1874,1874,24
8,环卫工,解剖学,0,8,b,5,1,1470,1470,24
9,带了,音阶,0,8,b,5,1,1293,1293,24
10,一些,思想,1,8,b,5,1,712,712,24
11,食物,剥削,0,8,b,5,1,794,794,24
12,给,最,1,8,b,5,1,872,872,24
13,它们。,难以。,0,8,b,5,1,755,755,24
0,散发,xxx,0,NA,filler,47,1,1042,1042,24
1,臭气,检修,1,NA,filler,47,1,1208,1208,24
2,的,总,1,NA,filler,47,1,907,907,24
3,垃圾,端详,0,NA,filler,47,1,933,933,24
4,这里,第二,0,NA,filler,47,1,979,979,24
5,有,不,1,NA,filler,47,1,684,684,24
6,好几堆，,玫瑰花，,1,NA,filler,47,1,986,986,24
7,物业,胸脯,1,NA,filler,47,0,1172,3083,24
8,已经,思想,1,NA,filler,47,1,1132,1132,24
9,忽视,妹妹,1,NA,filler,47,1,1104,1104,24
10,了,已,0,NA,filler,47,1,1687,1687,24
11,很久。,闪烁。,1,NA,filler,47,1,849,849,24
0,总监,xxx,0,NA,filler,37,1,1739,1739,24
1,起草,垃圾,0,NA,filler,37,1,1404,1404,24
2,的,把,1,NA,filler,37,1,868,868,24
3,办公室,怎么办,0,NA,filler,37,0,3838,5116,24
4,确实,剥削,0,NA,filler,37,1,2501,2501,24
5,有,种,0,NA,filler,37,1,828,828,24
6,一个，,生活，,0,NA,filler,37,1,1636,1636,24
7,另外,降低,0,NA,filler,37,1,2759,2759,24
8,那个,矛盾,0,NA,filler,37,1,907,907,24
9,是由,惊愕,1,NA,filler,37,1,965,965,24
10,专业人士,哺乳动物,1,NA,filler,37,1,857,857,24
11,负责,粮食,1,NA,filler,37,1,902,902,24
12,的。,种。,1,NA,filler,37,1,937,937,24
0,桌子,xxx,0,8,b,1,1,1646,1646,24
1,下面,哎呦,1,8,b,1,1,876,876,24
2,藏着,膀胱,1,8,b,1,1,900,900,24
3,的,也,0,8,b,1,1,1025,1025,24
4,小说,倾向,0,8,b,1,1,1334,1334,24
5,竟然,蚂蚁,0,8,b,1,1,897,897,24
6,有,何,0,8,b,1,1,770,770,24
7,三本，,拥挤，,1,8,b,1,1,1393,1393,24
8,老师,逐步,0,8,b,1,1,1436,1436,24
9,发现后,跳下去,1,8,b,1,1,852,852,24
