Subject,MTurk,Type,Condition,Item,WordNo,Word,Foil,CorrectChoice,RT
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,55,9,wireless,surfaces,yes,2118
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,55,10,vaccuum,sortied,yes,1211
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,55,11,cleaner.,hottest.,yes,1055
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,QuestionAlt,NPclefts_with_plur,55,Who had promised to vacuum the hallway?,the janitor and the handyman,1,,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,3,0,I,x-x-x,yes,1115
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,3,1,think,queen,yes,700
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,3,2,it,are,yes,1405
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,3,3,was,call,yes,955
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,3,4,sleet,could,yes,2244
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,3,5,that,paw,yes,1250
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,3,6,my,do,yes,2065
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,3,7,mom,were,yes,1055
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,3,8,was,how,yes,1021
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,3,9,cleaning,semester,yes,1226
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,3,10,up,he,yes,1120
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,3,11,when,goofy,yes,1354
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,3,12,she,gain,yes,831
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,3,13,hurt,fund,yes,1277
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,3,14,her,goes,yes,887
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,3,15,shoulder%2C,decrease%2C,yes,1220
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,3,16,but,tax,yes,1280
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,3,17,I&apos;m,al,yes,945
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,3,18,not,bus,yes,1100
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,3,19,sure.,plays.,yes,968
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,QuestionAlt,prime_assoc_noalt,3,Does Speaker 1's mom often complain about shoulder pain?,Yes,1,,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,39,0,I,x-x-x,yes,1517
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,39,1,believe,towards,yes,1149
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,39,2,the,bent,no,1970
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,39,3,website,herself,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,39,4,said,upon,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,39,5,that,into,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,39,6,it,am,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,39,7,was,anti,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,39,8,the,wear,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,39,9,kayaks,ensues,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,39,10,that,blue,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,39,11,will,sees,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,39,12,not,sick,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,39,13,be,sad,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,39,14,available,democrats,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,39,15,this,wife,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,39,16,summer%2C,senate%2C,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,39,17,but,lord,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,39,18,we,kid,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,39,19,should,animal,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,39,20,double,asleep,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_noalt,39,21,check.,funny.,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,67,0,Ever,x-x-x,yes,882
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,67,1,since,metal,yes,1811
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,67,2,childhood%2C,warehouse%2C,yes,851
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,67,3,it,nor,yes,730
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,67,4,was,she,yes,1080
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,67,5,the,ago,yes,984
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,67,6,librarian,publishes,yes,1367
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,67,7,who,five,yes,747
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,67,8,had,sale,yes,1343
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,67,9,loved,click,yes,1661
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,67,10,poetry.,might.,yes,1442
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,QuestionAlt,NPclefts_with_plur,67,Who wrote a poem?,only the babysitter,0,,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_high_back_13,109,0,He,x-x-x,yes,857
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_high_back_13,109,1,packed,marble,yes,1454
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_high_back_13,109,2,soup,veto,yes,1003
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_high_back_13,109,3,and,sing,yes,992
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_high_back_13,109,4,a,send,yes,1259
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_high_back_13,109,5,sandwich,prompts,yes,840
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_high_back_13,109,6,an,age,no,1854
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_high_back_13,109,7,hour,draw,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_high_back_13,109,8,before%2C,heaven%2C,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_high_back_13,109,9,in,thief,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_high_back_13,109,10,his,ago,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_high_back_13,109,11,rush,scram,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_high_back_13,109,12,to,timely,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_high_back_13,109,13,the,mote,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_high_back_13,109,14,bus,lose,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_high_back_13,109,15,stop,cash,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_high_back_13,109,16,two,sum,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_high_back_13,109,17,blocks,viewer,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_high_back_13,109,18,away,fish.,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,QuestionAlt,filler_high_back_13,109,Did Ned wake up on time?,No,1,,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_for_plur,64,0,But,x-x-x,yes,1694
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_for_plur,64,1,it,ago,yes,977
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_for_plur,64,2,was,done,yes,903
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_for_plur,64,3,the,are,yes,1603
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_for_plur,64,4,camper,elects,yes,1088
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_for_plur,64,5,who,any,yes,1682
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_for_plur,64,6,had,nor,yes,1004
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_for_plur,64,7,set,am,yes,2012
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_for_plur,64,8,up,can,yes,1188
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_for_plur,64,9,the,does,yes,885
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_for_plur,64,10,tent.,pops.,yes,1391
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,QuestionAlt,NPclefts_for_plur,64,Who inflated the air mattress?,only the camp director,1,,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_nonassoc_noalt,4,0,I,x-x-x,no,606
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_nonassoc_noalt,4,1,think,does,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_nonassoc_noalt,4,2,he,bag,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_nonassoc_noalt,4,3,said,her,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_nonassoc_noalt,4,4,it,am,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_nonassoc_noalt,4,5,was,lake,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_nonassoc_noalt,4,6,the,rose,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_nonassoc_noalt,4,7,garden,exists,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_nonassoc_noalt,4,8,that,miss,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_nonassoc_noalt,4,9,they,news,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_nonassoc_noalt,4,10,were,card,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_nonassoc_noalt,4,11,working,article,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_nonassoc_noalt,4,12,on,pull,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_nonassoc_noalt,4,13,that,drops,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_nonassoc_noalt,4,14,day%2C,nor%2C,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_nonassoc_noalt,4,15,but,ring,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_nonassoc_noalt,4,16,you,were,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_nonassoc_noalt,4,17,should,senate,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_nonassoc_noalt,4,18,ask,how,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_nonassoc_noalt,4,19,him.,knew.,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,QuestionAlt,prime_nonassoc_noalt,4,Did Matthew and his co-workers take a day off on Monday?,No,1,,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,83,0,But,x-x-x,yes,1034
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,83,1,it,or,yes,819
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,83,2,was,me,no,714
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,83,3,the,did,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,83,4,farmer,modify,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,83,5,who,three,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,83,6,didn't,them,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,83,7,feel,might,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,83,8,like,have,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,83,9,playing.,edition.,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_nonhigh_back_3,99,0,She,x-x-x,yes,1777
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_nonhigh_back_3,99,1,got,aid,yes,1515
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_nonhigh_back_3,99,2,it,has,yes,772
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_nonhigh_back_3,99,3,checked,peasant,yes,1041
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_nonhigh_back_3,99,4,prior,birth,yes,975
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_nonhigh_back_3,99,5,to,get,yes,724
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_nonhigh_back_3,99,6,that%2C,bent%2C,yes,1162
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_nonhigh_back_3,99,7,at,rub,yes,719
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_nonhigh_back_3,99,8,the,clip,yes,957
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_nonhigh_back_3,99,9,hospital,suffered,yes,1230
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_nonhigh_back_3,99,10,down,feel,no,1404
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_nonhigh_back_3,99,11,the,go,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_nonhigh_back_3,99,12,street,itself,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_nonhigh_back_3,99,13,from,load,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_nonhigh_back_3,99,14,her,but,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,filler_nonhigh_back_3,99,15,apartment,thickens.,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,QuestionAlt,filler_nonhigh_back_3,99,Did Maxine break her finger?,No,1,,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,9,0,I,x-x-x,yes,1364
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,9,1,think,metal,yes,759
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,9,2,they,does,yes,818
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,9,3,told,runs,yes,1100
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,9,4,me,am,yes,1183
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,9,5,it,link,yes,829
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,9,6,was,him,yes,853
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,9,7,a,nor,yes,1014
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,9,8,chair,sees,yes,1363
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,9,9,that,bad,yes,793
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,9,10,they,east,yes,1074
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,9,11,bought,where,yes,892
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,9,12,there,march,yes,1630
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,9,13,last,leak,yes,2015
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,9,14,month%2C,worries%2C,yes,854
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,9,15,but,uses,yes,1212
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,9,16,I&apos;m,was,yes,813
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,9,17,not,gain,yes,1074
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,9,18,sure.,upon.,yes,1189
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,QuestionAlt,prime_assoc_alt,9,Are Lauren and Jacob redecorating their living room?,Yes,1,,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,21,0,I,x-x-x,yes,874
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,21,1,think,lamps,yes,795
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,21,2,they,were,yes,698
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,21,3,said,fees,yes,1111
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,21,4,it,be,yes,741
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,21,5,was,cell,yes,760
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,21,6,the,nor,yes,1029
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,21,7,tomatoes,explores,yes,948
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,21,8,that,will,yes,1032
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,21,9,they,into,yes,883
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,21,10,forgot,museum,yes,795
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,21,11,to,he,no,1482
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,21,12,bring%2C,miles%2C,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,21,13,but,went,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,21,14,I,was,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,21,15,could,child,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,21,16,be,up,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,21,17,wrong.,flowers.,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,QuestionAlt,prime_assoc_alt,21,Did John's parents forget something?,Yes,1,,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,95,0,Later,x-x-x,yes,1170
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,95,1,that,them,yes,1437
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,95,2,week%2C,might%2C,yes,894
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,95,3,it,else,yes,813
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,95,4,was,eye,yes,934
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,95,5,the,ago,yes,853
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,95,6,mixologist,understood,yes,2115
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,95,7,who,none,yes,1177
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,95,8,found,basis,yes,1042
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,95,9,out,goes,yes,821
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,95,10,that,over,yes,757
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,95,11,someone,realizes,yes,1291
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,95,12,had,what,yes,1083
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,95,13,broken,senate,yes,1568
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,95,14,into,say,yes,846
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,95,15,the,seem,yes,985
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_with_plur,95,16,building.,includes.,yes,1483
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_conj_plur,86,0,For,x-x-x,yes,1458
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_conj_plur,86,1,days,still,no,1638
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_conj_plur,86,2,now%2C,ever%2C,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_conj_plur,86,3,it,off,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_conj_plur,86,4,was,him,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_conj_plur,86,5,the,fails,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_conj_plur,86,6,writer,occurs,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_conj_plur,86,7,who,push,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_conj_plur,86,8,was,nor,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_conj_plur,86,9,quite,rates,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_conj_plur,86,10,stressed,licenses,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_conj_plur,86,11,out,went,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_conj_plur,86,12,about,china,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_conj_plur,86,13,the,goes,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_conj_plur,86,14,whole,shall,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,NPclefts_conj_plur,86,15,thing.,agree.,no,
1674528071,fe0fc9d11bd126ac7bc8fb8968ede701,SubHtmlFlash,prime_assoc_alt,45,0,I,x-x-x,yes,929
